id,category,subcategory,rule_text,date_updated,fee_amounts_jpy,links,audience,ai_can_answer,requires_fee_disclaimer,needs_review,review_reason
R235,Replacement_Plan change Product,,"PLAN C/nB - RC Data Plan - 300GB WiFi (No SMS) (4G+5G) | Wifi + PLAN C/nB-Dec11,RC_300GB(5G) w/oGIFT | Wifi + PLAN C/nB-Dec11,RC-300GB(5G) w/GIFT",,,,customer,True,False,False,
R236,Replacement_Plan change Product,,"PLAN C/nC - RC Data Plan - 300GB WiFi (No SMS) (4G+5G) | Wifi + PLAN C/nC-Dec11,RC_300GB(5G) w/oGIFT | Wifi + PLAN C/nC-Dec11,RC-300GB(5G) w/GIFT",,,,customer,True,False,False,
R237,Replacement_Plan change Product,,"PLAN C/nA - S Call Plan - 50GB Sim (Unlimited Call) | PLAN C/nA-Nov1,S-50GB (UnliCall)w/oGIFT | PLAN C/nA-Nov1,S-50GB (UnliCall)w/GIFT",,,,customer,True,False,False,
R238,Replacement_Plan change Product,,"PLAN C/nB - S Call Plan - 50GB Sim (Unlimited Call) | PLAN C/nB-Nov1,S-50GB (UnliCall)w/oGIFT | PLAN C/nB-Nov1,S-50GB (UnliCall)w/GIFT",,,,customer,True,False,False,
R239,Replacement_Plan change Product,,"PLAN C/nC - S Call Plan - 50GB Sim (Unlimited Call) | PLAN C/nC-Nov1,S-50GB (UnliCall)w/oGIFT | PLAN C/nC-Nov1,S-50GB (UnliCall)w/GIFT",,,,customer,True,False,False,
R240,Replacement_Plan change Product,,"PLAN C/nA - S Call Plan – 100GB Sim (Unlimited Call) (5G) | PLAN C/nA-Oct21,S-100GB (UnliCall;5G)w/oGIFT | PLAN C/nA-Oct21,S-100GB (UnliCall;5G)w/GIFT",,,,customer,True,False,False,
R241,Replacement_Plan change Product,,"PLAN C/nB - S Call Plan – 100GB Sim (Unlimited Call) (5G) | PLAN C/nB-Oct21,S-100GB (UnliCall;5G)w/oGIFT | PLAN C/nB-Oct21,S-100GB (UnliCall;5G)w/GIFT",,,,customer,True,False,False,
R242,Replacement_Plan change Product,,"PLAN C/nC - S Call Plan – 100GB Sim (Unlimited Call) (5G) | PLAN C/nC-Oct21,S-100GB (UnliCall;5G)w/oGIFT | PLAN C/nC-Oct21,S-100GB (UnliCall;5G)w/GIFT",,,,customer,True,False,False,
R243,Replacement_Plan change Product,,"PLAN C/nA - D Call Plan - 1GB Sim (Easy Plan) | PLAN C/nA-Aug01,D-1GB (NFC)w/oGIFT | PLAN C/nA-Aug01,D-1GB (NFC)w/GIFT | ① D-1GB Easy Call (NFC) Replacement ② D-1GB Easy Call (NFC) Repl-Change Plan",,,,customer,True,False,False,
R244,Replacement_Plan change Product,,"PLAN C/nB - D Call Plan - 1GB Sim (Easy Plan) | PLAN C/nB-Aug01,D-1GB (NFC)w/oGIFT | PLAN C/nB-Aug01,D-1GB (NFC)w/GIFT",,,,customer,True,False,False,
R245,Replacement_Plan change Product,,"PLAN C/nC - D Call Plan - 1GB Sim (Easy Plan) | PLAN C/nC-Aug01,D-1GB (NFC)w/oGIFT | PLAN C/nC-Aug01,D-1GB (NFC)w/GIFT",,,,customer,True,False,False,
R246,SPSK-SIM SITE Replacement flow,,last update,2026-06-29,,,internal,False,False,False,
R247,SPSK-SIM SITE Replacement flow,,Source of Order | Seller Code (based on KINTONE) | Replacement/Change Plan Process flow Applicable for Change to Data Sim / Wifi Only ( Data Sim → Data Sim / Call Sim → Data Sim ) Not Applicable for Change to Call Sim ( Data Sim → Call Sim / Call Sim → Call Sim ),,,,internal,False,False,False,
R248,SPSK-SIM SITE Replacement flow,,Before 2026/06/03 Start date | After 2026/06/03 Start date | From 2026/07/01 Start date,,,,internal,False,False,False,
R249,SPSK-SIM SITE Replacement flow,,Step 1: Fill in designated tab | Step 2: Update order sheet | Tutorial Video | Step 1: Fill in designated tab | Step 2: Update order sheet | Tutorial Video | Step 1: Fill in designated tab | Step 2: Update order sheet | Tutorial Video,,,,internal,False,False,False,
R250,SPSK-SIM SITE Replacement flow,,SK SIM Website | VDMO_SKSIMxxx | Prob Item Lvl2 - Stock Items (VDM Order) S29636onward tab | Your personal ordersheet e.g 2022 Indonesian Marketing/ 2022 Vietnam Marketing etc | MURO SIM Repl Tutorial | Prob Item Lvl2 - Stock Items (SK-SIM Order) tab | SK Replacement order tab | SK SIM Repl Order Tutorial | Prob Item Lvl2 - Stock Items (SK-SIM Order) tab | SK Replacement order tab | SK SIM Repl Order Tutorial,,,https://docs.google.com/spreadsheets/d/15BUL5k0X0Q7QqBOfzvXE4Ic1x30ZKxYYkaUj9WjJ4QY/edit?gid=1900952290 ; https://drive.google.com/file/d/1DT8xWgVvPVzTB6u7E3dCQv4uadtpUDd3/view ; https://docs.google.com/spreadsheets/d/15BUL5k0X0Q7QqBOfzvXE4Ic1x30ZKxYYkaUj9WjJ4QY/edit?gid=751714651 ; https://docs.google.com/spreadsheets/d/1MQ-uCIhipxm1GLpfeM_9aExnghwUSsuSwOa2hoozNus/edit?gid=563787118 ; https://drive.google.com/file/d/18EUSiSwAs0KgR-VWVV8NKqZ0zaNKv5Wk/view ; https://docs.google.com/spreadsheets/d/15BUL5k0X0Q7QqBOfzvXE4Ic1x30ZKxYYkaUj9WjJ4QY/edit?gid=751714651 ; https://docs.google.com/spreadsheets/d/1MQ-uCIhipxm1GLpfeM_9aExnghwUSsuSwOa2hoozNus/edit?gid=563787118 ; https://drive.google.com/file/d/18EUSiSwAs0KgR-VWVV8NKqZ0zaNKv5Wk/view,internal,False,False,False,
R251,SPSK-SIM SITE Replacement flow,,SP SIM Website | SPO_SIMPOINTxxx | Prob Item Lvl2 - Stock Items (SIM Point Order) tab | if customer agree to change to PLAN SP price input in SP Replacement order tab if customer agree to change to PLAN SK/C price input in Your personal ordersheet | SP Repl Order Tutorial >2026/06/03 | Prob Item Lvl2 - Stock Items (SIM Point Order) tab | if customer agree to change to PLAN SP price input in SP Replacement order tab if customer agree to change to PLAN SK/C price input in Your personal ordersheet | SP Repl Order Tutorial <2026/06/03 | Prob Item Lvl2 - Stock Items (SIM Point Order) tab | SP Replacement order tab | SP Repl Order Tutorial <2026/06/03,,,https://docs.google.com/spreadsheets/d/15BUL5k0X0Q7QqBOfzvXE4Ic1x30ZKxYYkaUj9WjJ4QY/edit?gid=377072172 ; https://docs.google.com/spreadsheets/d/1x_RM0pS5g8ts06bLp4d1Gk1VDEn7tbTIAN4cB2f6g5c/edit?gid=1014350499 ; https://drive.google.com/file/d/1Auab2OXoRiZbiusbsMPRjDawbpr7L-yV/view ; https://docs.google.com/spreadsheets/d/15BUL5k0X0Q7QqBOfzvXE4Ic1x30ZKxYYkaUj9WjJ4QY/edit?gid=377072172 ; https://docs.google.com/spreadsheets/d/1x_RM0pS5g8ts06bLp4d1Gk1VDEn7tbTIAN4cB2f6g5c/edit?gid=1014350499 ; https://drive.google.com/file/d/1UnlJ5I2BHI7B9Pn1CgQBP4gx--eKj7Ht/view ; https://docs.google.com/spreadsheets/d/15BUL5k0X0Q7QqBOfzvXE4Ic1x30ZKxYYkaUj9WjJ4QY/edit?gid=377072172 ; https://docs.google.com/spreadsheets/d/1x_RM0pS5g8ts06bLp4d1Gk1VDEn7tbTIAN4cB2f6g5c/edit?gid=1014350499 ; https://drive.google.com/file/d/1UnlJ5I2BHI7B9Pn1CgQBP4gx--eKj7Ht/view,internal,False,False,False,
R252,SPSK-SIM SITE Replacement flow,,Other Source | MURO_xxxxx | Prob Item Lvl2 - Stock Items (VDM Order) S29636onward tab | Your personal ordersheet e.g 2022 Indonesian Marketing/ 2022 Vietnam Marketing etc | MURO SIM Repl Tutorial | Prob Item Lvl2 - Stock Items (VDM Order) S29636onward tab | Your personal ordersheet e.g 2022 Indonesian Marketing/ 2022 Vietnam Marketing etc | MURO SIM Repl Tutorial | Prob Item Lvl2 - Stock Items (VDM Order) S29636onward tab | Your personal ordersheet e.g 2022 Indonesian Marketing/ 2022 Vietnam Marketing etc | MURO SIM Repl Tutorial,,,https://docs.google.com/spreadsheets/d/15BUL5k0X0Q7QqBOfzvXE4Ic1x30ZKxYYkaUj9WjJ4QY/edit?gid=1900952290 ; https://drive.google.com/file/d/1DT8xWgVvPVzTB6u7E3dCQv4uadtpUDd3/view ; https://docs.google.com/spreadsheets/d/15BUL5k0X0Q7QqBOfzvXE4Ic1x30ZKxYYkaUj9WjJ4QY/edit?gid=1900952290 ; https://drive.google.com/file/d/1DT8xWgVvPVzTB6u7E3dCQv4uadtpUDd3/view ; https://docs.google.com/spreadsheets/d/15BUL5k0X0Q7QqBOfzvXE4Ic1x30ZKxYYkaUj9WjJ4QY/edit?gid=1900952290 ; https://drive.google.com/file/d/1DT8xWgVvPVzTB6u7E3dCQv4uadtpUDd3/view,internal,False,False,False,
R253,SPSK-SIM SITE Replacement flow,,"Sample How To Check Seller Code , Start Date from KINTONE → https://drive.google.com/file/d/1XjDO6VAcIbpjspmKkGGrlVrRc-4yxjoG/view",,,https://drive.google.com/file/d/1XjDO6VAcIbpjspmKkGGrlVrRc-4yxjoG/view,internal,False,False,False,
R254,SPSK-SIM SITE Replacement flow,,"Call SIM Replacement/Change Plan Process flow (TEMPORARY SOLUTION, IN CASE IF THERE IS MISTAKE FROM OUR SIDE / NOT CUSTOMER DEMAND) Applicable for Change to Call SIM Only ( Call Sim → Call Sim / Data Sim/Wi-Fi Plan → Call Sim)",,,,internal,False,False,False,
R255,SPSK-SIM SITE Replacement flow,,SOURCE | Seller Code (based on KINTONE) | Before 2026/06/03 Start date | After 2026/06/03 Start date | From 2026/07/01 Start date,,,,internal,False,False,False,
R256,SPSK-SIM SITE Replacement flow,,"Step 1: Request order resubmission from the customer. | Step 2: Once confirmed, change the source in Column C | Step 3: Update the order sheet. | Tutorial Video | Step 1: Request order resubmission from the customer. | Step 2: Once confirmed, change the source in Column C | Step 3: Update order sheet | Tutorial Video | Step 1: Request order resubmission from the customer. | Step 2: Once confirmed, change the source in Column C | Step 3: Update order sheet | Tutorial Video",,,,internal,False,False,False,
R257,SPSK-SIM SITE Replacement flow,,SP SIM Website | SPO_SIMPOINTxxx | https://docs.google.com/spreadsheets/d/1a5wAovZxTYVWyDRhsZ9h2nFl_lRqVRlb0hAdLi55bA8/edit?gid=0#gid=0 | SPO_SIMPOINT tab Change to SSP | Prob Item Lvl2 - Stock Items (SIM Point Order) tab | SP Repl Order Tutorial >2026/06/03 | https://docs.google.com/spreadsheets/d/1a5wAovZxTYVWyDRhsZ9h2nFl_lRqVRlb0hAdLi55bA8/edit?gid=0#gid=0 | SPO_SIMPOINT tab Change to SSP | if customer agree to change to PLAN SP price input in SP Replacement order tab | SP Repl Order Tutorial <2026/06/03 | https://docs.google.com/spreadsheets/d/1a5wAovZxTYVWyDRhsZ9h2nFl_lRqVRlb0hAdLi55bA8/edit?gid=0#gid=0 | SPO_SIMPOINT tab Change to SSP | SP Replacement order tab | SP Repl Order Tutorial <2026/06/03,,,https://docs.google.com/spreadsheets/d/1a5wAovZxTYVWyDRhsZ9h2nFl_lRqVRlb0hAdLi55bA8/edit?gid=0 ; https://docs.google.com/spreadsheets/d/1x_RM0pS5g8ts06bLp4d1Gk1VDEn7tbTIAN4cB2f6g5c/edit?gid=744583936 ; https://docs.google.com/spreadsheets/d/15BUL5k0X0Q7QqBOfzvXE4Ic1x30ZKxYYkaUj9WjJ4QY/edit?gid=377072172 ; https://drive.google.com/file/d/1Auab2OXoRiZbiusbsMPRjDawbpr7L-yV/view ; https://docs.google.com/spreadsheets/d/1a5wAovZxTYVWyDRhsZ9h2nFl_lRqVRlb0hAdLi55bA8/edit?gid=0 ; https://docs.google.com/spreadsheets/d/1x_RM0pS5g8ts06bLp4d1Gk1VDEn7tbTIAN4cB2f6g5c/edit?gid=744583936 ; https://docs.google.com/spreadsheets/d/1x_RM0pS5g8ts06bLp4d1Gk1VDEn7tbTIAN4cB2f6g5c/edit?gid=1014350499 ; https://drive.google.com/file/d/1UnlJ5I2BHI7B9Pn1CgQBP4gx--eKj7Ht/view ; https://docs.google.com/spreadsheets/d/1a5wAovZxTYVWyDRhsZ9h2nFl_lRqVRlb0hAdLi55bA8/edit?gid=0 ; https://docs.google.com/spreadsheets/d/1x_RM0pS5g8ts06bLp4d1Gk1VDEn7tbTIAN4cB2f6g5c/edit?gid=744583936 ; https://docs.google.com/spreadsheets/d/1x_RM0pS5g8ts06bLp4d1Gk1VDEn7tbTIAN4cB2f6g5c/edit?gid=1014350499 ; https://drive.google.com/file/d/1UnlJ5I2BHI7B9Pn1CgQBP4gx--eKj7Ht/view,internal,False,False,True,strikethrough text removed - confirm current wording
R258,SPSK-SIM SITE Replacement flow,,SK SIM Website | VDMO_SKSIMxxx | https://docs.google.com/spreadsheets/d/1a5wAovZxTYVWyDRhsZ9h2nFl_lRqVRlb0hAdLi55bA8/edit?gid=1425701329#gid=1425701329 | VDMO_SKSIM tab Change to SSK | Prob Item Lvl2 - Stock Items (VDM Order) S29636onward tab | MURO SIM Repl Tutorial | https://docs.google.com/spreadsheets/d/1a5wAovZxTYVWyDRhsZ9h2nFl_lRqVRlb0hAdLi55bA8/edit?gid=1425701329#gid=1425701329 | VDMO_SKSIM tab Change to SSK | SK Replacement order tab | SK SIM Repl Order Tutorial | https://docs.google.com/spreadsheets/d/1a5wAovZxTYVWyDRhsZ9h2nFl_lRqVRlb0hAdLi55bA8/edit?gid=1425701329#gid=1425701329 | VDMO_SKSIM tab Change to SSK | SK Replacement order tab | SK SIM Repl Order Tutorial | SK Replacement order tab,,,https://docs.google.com/spreadsheets/d/1a5wAovZxTYVWyDRhsZ9h2nFl_lRqVRlb0hAdLi55bA8/edit?gid=1425701329 ; https://docs.google.com/spreadsheets/d/1MQ-uCIhipxm1GLpfeM_9aExnghwUSsuSwOa2hoozNus/edit?gid=1600302600 ; https://docs.google.com/spreadsheets/d/15BUL5k0X0Q7QqBOfzvXE4Ic1x30ZKxYYkaUj9WjJ4QY/edit?gid=1900952290 ; https://drive.google.com/file/d/1DT8xWgVvPVzTB6u7E3dCQv4uadtpUDd3/view ; https://docs.google.com/spreadsheets/d/1a5wAovZxTYVWyDRhsZ9h2nFl_lRqVRlb0hAdLi55bA8/edit?gid=1425701329 ; https://docs.google.com/spreadsheets/d/1MQ-uCIhipxm1GLpfeM_9aExnghwUSsuSwOa2hoozNus/edit?gid=1600302600 ; https://docs.google.com/spreadsheets/d/1MQ-uCIhipxm1GLpfeM_9aExnghwUSsuSwOa2hoozNus/edit?gid=563787118 ; https://drive.google.com/file/d/18EUSiSwAs0KgR-VWVV8NKqZ0zaNKv5Wk/view ; https://docs.google.com/spreadsheets/d/1a5wAovZxTYVWyDRhsZ9h2nFl_lRqVRlb0hAdLi55bA8/edit?gid=1425701329 ; https://docs.google.com/spreadsheets/d/1MQ-uCIhipxm1GLpfeM_9aExnghwUSsuSwOa2hoozNus/edit?gid=1600302600 ; https://docs.google.com/spreadsheets/d/1MQ-uCIhipxm1GLpfeM_9aExnghwUSsuSwOa2hoozNus/edit?gid=563787118 ; https://drive.google.com/file/d/18EUSiSwAs0KgR-VWVV8NKqZ0zaNKv5Wk/view ; https://docs.google.com/spreadsheets/d/1MQ-uCIhipxm1GLpfeM_9aExnghwUSsuSwOa2hoozNus/edit?gid=563787118,internal,False,False,False,
R259,SPSK-SIM SITE Replacement flow,,"Sample How To Check Seller Code , Start Date from KINTONE → https://drive.google.com/file/d/1XjDO6VAcIbpjspmKkGGrlVrRc-4yxjoG/view",,,https://drive.google.com/file/d/1XjDO6VAcIbpjspmKkGGrlVrRc-4yxjoG/view,internal,False,False,False,
R260,New Plan C and Plan SK,,NEW PRICE PLAN | NEW CUSTOMER MANAGEMENT SYSTEM | NEW DEPOSIT SYSTEM,,,https://docs.google.com/spreadsheets/d/1GPxsbNO-CleykJf07qiamMgM_kVj49ICN1xMx-RwQKc/edit?gid=983797970,customer,True,False,False,
R261,New Plan C and Plan SK,,Plan GI: Replacement for Plan C,,,,customer,True,False,False,
R262,New Plan C and Plan SK,,Plan SK: Replacement for Plan T,,,,customer,True,False,False,
R263,New Plan C and Plan SK,,DATE Implemented | GENERAL RULES,,,,customer,True,False,False,
R264,New Plan C and Plan SK,,Payment Methods: Similar with Plan C and Plan T,,,,customer,True,False,False,
R265,New Plan C and Plan SK,,1. Monthly payment via Smartpit,,,https://www.youtube.com/watch?v=rAm6HcDFR1c,customer,True,False,False,
R266,New Plan C and Plan SK,,2. Monthly payment via GMO bank transfer,,,https://youtu.be/ITy3badQNYY?feature=shared,customer,True,False,False,
R267,New Plan C and Plan SK,,3. Monthly payment via Stripe,,,https://youtu.be/GLB02i_mqVw?feature=shared,customer,True,False,False,
R268,New Plan C and Plan SK,Signal Management time-frame,Late payment (2-5 days after due date): Signal will be stopped.,,,,customer,True,False,False,
R269,New Plan C and Plan SK,Signal Management time-frame,Reconnection: 2-4 working days after resumption request.,,,,customer,True,False,False,
R270,New Plan C and Plan SK,Signal Management time-frame,Late payment (7 days after disconnection): Signal will be permanently disconnected and a re-issue fee will apply.,,,,customer,True,False,False,
R271,New Plan C and Plan SK,Signal Management time-frame,All plans with permanent disconnection: Re-issue fee must be paid. | refer to this link for re-issue fee and rule,,,,customer,True,False,False,
R272,New Plan C and Plan SK,Signal Management time-frame,¥300 late payment fee for payments after the deadline.,,300,,customer,True,True,False,
R273,New Plan C and Plan SK,Re-Issue Rule,"If the customer will not continue: Pay the reissue fee (¥4000), any unpaid bills, and return the pocket Wi-Fi device. For SIM card plans, no return is required.",,4000,,customer,True,True,False,
R274,New Plan C and Plan SK,Re-Issue Rule,"If the customer will continue: Pay the reissue fee (¥4000), any unpaid bills, and return the pocket Wi-Fi device. No return needed for SIM card plans. If continuing, place a new order.",,4000,,customer,True,True,False,
R275,New Plan C and Plan SK,Re-Issue Rule,"Note: For detailed re-issue policy rules, please refer here.",,,https://docs.google.com/spreadsheets/d/1pt19mp4IuTI4k2ufoaETrBdwbQA7jbwSQJJ6vYMCwig/edit?gid=0,customer,True,False,False,
R276,New Plan C and Plan SK,Deposit and Refund Policy,SIM Card Plans: ¥800 deposit – refundable. Please refer to the Cancellation Method.,,800,,customer,True,True,False,
R277,New Plan C and Plan SK,Deposit and Refund Policy,Pocket Wi-Fi Plans: ¥3000 deposit – refundable via bank transfer.,,3000,,customer,True,True,False,
R278,New Plan C and Plan SK,Cancellation Rule,Minimum usage: 4 months for all plans. Payment covers the next 3 months plus the COD price (based on Kintone).,,,,internal,False,False,True,auto-tagged internal (staff-ops keyword) - confirm
R279,New Plan C and Plan SK,Cancellation Rule,Cancel within 4 months: ¥5000 cancellation fee.,,5000,,customer,True,True,False,
R280,New Plan C and Plan SK,Cancellation Rule,Cancel within 4 months: Pay the cancellation fee and any unpaid bills.,,,,customer,True,False,False,
R281,New Plan C and Plan SK,Cancellation Rule,Cancel within or after 4 months and reissue status: Pay the reissue fee and any unpaid bills. No cancellation fee required. | refer to this link for re-issue fee and rule,,,,customer,True,False,False,
R282,New Plan C and Plan SK,Cancellation Method,Encode here the cancellation notice: | Advance Contract Cancellation,,,https://docs.google.com/spreadsheets/d/1M-G6qXiag7D0wBbUQOJSowoS1oF-ahYLPJlNUpbxV8c/edit?gid=0,customer,True,False,False,
R283,New Plan C and Plan SK,Cancellation Method,Case 1: SIM card users— Notify 2 months in advance to receive an ¥800 discount on the next bill.,2025-01-10,800,,customer,True,True,False,
R284,New Plan C and Plan SK,Cancellation Method,Case 2: SIM card users—Notify less than 1 month in advance No discount on the last bill.,2025-01-10,,,customer,True,False,False,
R285,New Plan C and Plan SK,Cancellation Method,"Case 3: Wi-fi users—Advance notice is required, return the device by the cancellation date without unpaid bill to get the ¥3,000 cashback.",2025-01-10,,,customer,True,False,False,
R286,New Plan C and Plan SK,Cancellation Method,Case 4: SIM card users—Notify given 1 month in advance to receive an ¥800 discount on the last bill (requires a Discount Group Report).,2025-01-10,800,,customer,True,True,False,
R287,New Plan C and Plan SK,Cancellation Method,Advance Cancellation Guidelines:,,,,customer,True,False,False,
R288,New Plan C and Plan SK,Cancellation Method,"2 Months in Advance: | If a customer wants to cancel in month April 2025, they must submit the request by February 28, 2025.",,,,customer,True,False,False,
R289,New Plan C and Plan SK,Cancellation Method,They’ll get an 800 yen discount on their March bill.,,800,,customer,True,True,False,
R290,New Plan C and Plan SK,Cancellation Method,Last bill: April,,,,customer,True,False,False,
R291,New Plan C and Plan SK,Cancellation Method,"1 Month in Advance: | If a customer wants to cancel in month April 2025, they must submit the request by March 31, 2025.",,,,customer,True,False,False,
R292,New Plan C and Plan SK,Cancellation Method,"If approved by the discount group, they’ll get an 800 yen discount on their April bill.",,800,,customer,True,True,False,
R293,New Plan C and Plan SK,Cancellation Method,Last bill: April,,,,customer,True,False,False,
R294,New Plan C and Plan SK,Cancellation Method,"Less than 1 Month Notice: | If a customer submits the cancellation request on April 15, 2025, the earliest cancellation month will be May 2025.",,,,customer,True,False,False,
R295,New Plan C and Plan SK,Cancellation Method,The cancellation will be moved to the next month.,,,,customer,True,False,False,
R296,New Plan C and Plan SK,Cancellation Method,Last bill: May,,,,customer,True,False,False,
R297,New Plan C and Plan SK,Returning of rental Sim card and Pocket Wifi,"Cancellation, Plan Change, or Replacement: The pocket Wi-Fi must be returned.",,,,customer,True,False,False,
R298,New Plan C and Plan SK,Returning of rental Sim card and Pocket Wifi,Plan Change or Replacement: The SIM card must be returned.,,,,customer,True,False,False,
R299,New Plan C and Plan SK,Returning of rental Sim card and Pocket Wifi,Cancellation: The SIM card does not need to be returned.,,,,customer,True,False,False,
R300,New Plan C and Plan SK,Returning of rental Sim card and Pocket Wifi,Returning Methods and Tutorials: Similar with Plan C and Plan T,,,,customer,True,False,False,
R301,New Plan C and Plan SK,Returning of rental Sim card and Pocket Wifi,1. Returning via Postal box Vietnamese version | HƯỚNG DẪN : CÁCH GỬI QUA BƯU ĐIỆN | TIẾNG VIỆT,,,https://www.youtube.com/watch?v=34UAe8H6zNo&list=PLZjTOuplDc0UXXuV4glVWpRfBfhInzFzj&index=11,customer,True,False,False,
R302,New Plan C and Plan SK,Returning of rental Sim card and Pocket Wifi,2. Returning via Postal box Indonesian version | TUTORIAL : CARA MENGEMBALIKAN MELALUI POS | VERSI BAHASA INDONESIA,,,https://www.youtube.com/watch?v=axHqIibfaX8&list=PLZjTOuplDc0UXXuV4glVWpRfBfhInzFzj&index=13,customer,True,False,False,
R303,New Plan C and Plan SK,Returning of rental Sim card and Pocket Wifi,3. Returning via Postal box English version | TUTORIAL : HOW TO RETURN BY POSTMAIL | ENGLISH VERSION,,,https://www.youtube.com/watch?v=miGuDENLFbs&list=PLZjTOuplDc0UXXuV4glVWpRfBfhInzFzj&index=15,customer,True,False,False,
R304,New Plan C and Plan SK,Returning of rental Sim card and Pocket Wifi,4. Returning via Convenience store Vietnamese version | HƯỚNG DẪN : CÁCH TRẢ LẠI TẠI CỬA HÀNG TIỆN LỢI | TIẾNG VIỆT,,,https://www.youtube.com/watch?v=fSJuCw50Bq0&list=PLZjTOuplDc0UXXuV4glVWpRfBfhInzFzj&index=12,customer,True,False,False,
R305,New Plan C and Plan SK,Returning of rental Sim card and Pocket Wifi,5. Returning via Convenience store Indonesian version | TUTORIAL : CARA MENGEMBALIKAN MELALUI MINI MARKET | VERSI BAHASA INDONESIA,,,https://www.youtube.com/watch?v=ajhKHNbnoqM&list=PLZjTOuplDc0UXXuV4glVWpRfBfhInzFzj&index=14,customer,True,False,False,
R306,New Plan C and Plan SK,Returning of rental Sim card and Pocket Wifi,6. Returning via Convenience store English version | TUTORIAL : HOW TO RETURN BY CONVENIENCE STORE | ENGLISH VERSION,,,https://www.youtube.com/watch?v=6jT3Ai-iUZU&list=PLZjTOuplDc0UXXuV4glVWpRfBfhInzFzj&index=16,customer,True,False,False,
R307,New Plan C and Plan SK,Billing Term,"Applicable to Data SIM card, Pocket Wi-Fi, and Voice SIM plans:",,,,customer,True,False,False,
R308,New Plan C and Plan SK,Billing Term,One billing term for all plan : 16th-25th,,,,customer,True,False,False,
R309,New Plan C and Plan SK,Billing Term,Payment due date: The 25th of every month.,,,,customer,True,False,False,
R310,New Plan C and Plan SK,SIMULATION FOR BILL COUNT SYSTEM,arrival period | 1st bill period | JANUARY | FEBRUARY | MARCH | APRIL | MAY,,,,customer,True,False,False,
R311,New Plan C and Plan SK,SIMULATION FOR BILL COUNT SYSTEM,16-25 | 16-25 | 16-25 | 16-25 | 16-25,,,,customer,True,False,False,
R312,New Plan C and Plan SK,SIMULATION FOR BILL COUNT SYSTEM,1-10 January | 16-25 same month | 1x count | 2x count | 3x count | 4x count | 5x count,,,,customer,True,False,False,
R313,New Plan C and Plan SK,SIMULATION FOR BILL COUNT SYSTEM,11-20 January | 16-25 next month | 1x count | 2x count | 3x count | 4x count,,,,customer,True,False,False,
R314,New Plan C and Plan SK,SIMULATION FOR BILL COUNT SYSTEM,21-30 January | 16-25 next month | 1x count | 2x count | 3x count | 4x count,,,,customer,True,False,False,
R315,New Plan C and Plan SK,SIMULATION FOR BILL COUNT SYSTEM,"Billing Term Starting from April 1, 2025 orders - Applicable to all plans (Voice sim, data sim and pocket wifi plans)",2025-03-21,,,customer,True,False,False,
R316,New Plan C and Plan SK,SIMULATION FOR BILL COUNT SYSTEM,C-A: Early Start Term(received date 1st-10th day) > 25th of the same month - 5th of the next month,,,,customer,True,False,False,
R317,New Plan C and Plan SK,SIMULATION FOR BILL COUNT SYSTEM,C-B: Mid Start Term (received date 11th -20th day) > 6th of the next month - 15th of the next month,,,,customer,True,False,False,
R318,New Plan C and Plan SK,SIMULATION FOR BILL COUNT SYSTEM,C-C: Late Start Term (received date 21st -30th day) > 16th of the next month - 25th of the next month,,,,customer,True,False,False,
R319,New Plan C and Plan SK,SIMULATION FOR BILL COUNT SYSTEM,Replacement and Change Plan: Similar with Plan C and Plan T,,,,customer,True,False,False,
R320,New Plan C and Plan SK,SIMULATION FOR BILL COUNT SYSTEM,"Change on the 1st of the month: Plan change fee is ¥2500. Monthly payment continues from the previous plan, not included in the fee.",,2500,,customer,True,True,False,
R321,New Plan C and Plan SK,SIMULATION FOR BILL COUNT SYSTEM,Change in the middle of the month: Plan change fee is the new plan’s monthly cost + ¥700 (shipping fee). Monthly payment continues from the previous plan.,,700,,customer,True,True,False,
R322,New Plan C and Plan SK,SIMULATION FOR BILL COUNT SYSTEM,"Note: For detailed rules on replacements and plan changes, please refer here.",,,https://docs.google.com/spreadsheets/d/1pt19mp4IuTI4k2ufoaETrBdwbQA7jbwSQJJ6vYMCwig/edit?gid=2009047101,customer,True,False,False,
R323,New Plan C and Plan SK,Lost Sim Card and Pocket wifi Rule,Lost SIM card (Customer wants to continue) Fee: ¥4000 (¥3300 re-issue fee + ¥700 shipping fee). A new SIM card will be sent.,,4000;3300;700,,customer,True,True,False,
R324,New Plan C and Plan SK,Lost Sim Card and Pocket wifi Rule,Lost SIM card (Customer will not continue) Fee: ¥3300 only.,,3300,,customer,True,True,False,
R325,New Plan C and Plan SK,Lost Sim Card and Pocket wifi Rule,Lost SIM card and Pocket Wi-Fi (Customer wants to continue) Fee: Device replacement + lost item fee (refer to device replacement fee + ¥4000). A new SIM card and Pocket Wi-Fi will be sent.,,4000,,customer,True,True,False,
R326,New Plan C and Plan SK,Lost Sim Card and Pocket wifi Rule,Lost SIM card and Pocket Wi-Fi (Customer will not continue) Fee: Device replacement + lost item fee (refer to device replacement fee + ¥3300).,,3300,,customer,True,True,False,
R327,New Plan C and Plan SK,Lost Sim Card and Pocket wifi Rule,"Note: For detailed rules on lost sim cards and pocket wifi, please refer here.",,,https://docs.google.com/spreadsheets/d/1pt19mp4IuTI4k2ufoaETrBdwbQA7jbwSQJJ6vYMCwig/edit?gid=1317535125,customer,True,False,False,
