id,category,subcategory,rule_text,date_updated,fee_amounts_jpy,links,audience,ai_can_answer,requires_fee_disclaimer,needs_review,review_reason
P874,PLAN FILE: UD CALL SIM (NFC),UD-APN needs to be installed to use data,"Can request SMS and call charge details for a ¥300 fee added to your next bill, with a processing time of 2–5 days.",,300,,customer,True,True,False,
P875,PLAN FILE: UD CALL SIM (NFC),UD-APN needs to be installed to use data,"MI phone brand is not supported (XIAOMI , REDMI , Mi Note Series, Mi Max Series, MIX Series, T Series)",,,,customer,True,False,False,
P876,PLAN FILE: UD CALL SIM (NFC),⚠️ OTHER CHARGES,"Additional fees may apply for certain services—such as international SMS (if used through specific apps), email via SMS, toll numbers, and app/content charges—and will be added to your next bill.",,,,customer,True,False,False,
P877,PLAN FILE: UD CALL SIM (NFC),REPLACEMENT AND CHANGE PLAN,Delivery discounts: Not available when changing your plan or replacing a SIM.,,,,customer,True,False,False,
P878,PLAN FILE: UD CALL SIM (NFC),Plan Change Rules (Keep Current SIM),-D_SIM Easy Call ➝ D_SIM Easy Call,,,,customer,True,False,False,
P879,PLAN FILE: UD CALL SIM (NFC),Plan Change Rules (Keep Current SIM),-D_SIM Easy Call ⇆ D_SIM Free Call,,,,customer,True,False,False,
P880,PLAN FILE: UD CALL SIM (NFC),Plan Change Rules (Keep Current SIM),"-Change fee: ¥1,500 (added to next bill)",,,,customer,True,False,False,
P881,PLAN FILE: UD CALL SIM (NFC),-New plan starts on the 1st of the next month,"-Make sure to submit your request at least 7 days before you want the new plan to start. Example: For a May 1 start, send your request by April 23.",,,,customer,True,False,False,
P882,PLAN FILE: UD CALL SIM (NFC),-New plan starts on the 1st of the next month,-Not Supported: D_SIM Easy Call ➝ RM_SIM Unlimited Internet Easy Call,,,,customer,True,False,False,
P883,PLAN FILE: UD CALL SIM (NFC),Plan Change Rules (New SIM Required),"-On the 1st of the month: ¥2,500 fee",,,,customer,True,False,False,
P884,PLAN FILE: UD CALL SIM (NFC),Plan Change Rules (New SIM Required),-Mid-month: New plan’s monthly fee + ¥700 shipping,,700,,customer,True,True,False,
P885,PLAN FILE: UD CALL SIM (NFC),Important Reminders,⚠️ The plan change fee is separate from your monthly payment. Your monthly payments continue during the change process.,,,,customer,True,False,False,
P886,PLAN FILE: UD CALL SIM (NFC),Important Reminders,"⚠️ The new plan fee starts next month, even if you change before or after the billing date (Unless you request it on the 1st — then the new fee starts immediately)",,,,customer,True,False,False,
P887,PLAN FILE: UD CALL SIM (NFC),Important Reminders,⚠️ You must return your old SIM within 7 days after receiving the replacement,,,,customer,True,False,False,
P888,PLAN FILE: UD CALL SIM (NFC),Other Replacement Rules,"-PUK lock: ¥3,300 fee + new SIM will be sent",,,,customer,True,False,False,
P889,PLAN FILE: UD CALL SIM (NFC),Other Replacement Rules,: No fee if the SIM was already PUK-locked upon receiving,,,,customer,True,False,False,
P890,PLAN FILE: UD CALL SIM (NFC),Other Replacement Rules,-PUK PIN Code request: Takes 2–3 business days to process,,,,customer,True,False,False,
P891,PLAN FILE: UD CALL SIM (NFC),Other Replacement Rules,For Discontinued Plans (When Stock Is Unavailable) Free replacement will be provided based on the following conditions:,2025-01-11,,,customer,True,False,False,
P892,PLAN FILE: UD CALL SIM (NFC),Other Replacement Rules,- SIM ⇔ SIM only - Wi-Fi ⇔ Wi-Fi only - SIM ⇔ Wi-Fi exchanges are not allowed (not covered by free replacement).,,,,customer,True,False,False,
P893,PLAN FILE: UD CALL SIM (NFC),Other Replacement Rules,- The new plan’s monthly fee will apply after replacement.,,,,customer,True,False,False,
P894,PLAN FILE: UD CALL SIM (NFC),Other Replacement Rules,- Discount Group approval is required before any free replacement.,,,,customer,True,False,False,
P895,PLAN FILE: UD CALL SIM (NFC),Other Replacement Rules,- Customer-requested changes (not due to malfunction) are not covered by this rule.,,,,customer,True,False,False,
P896,PLAN FILE: UD CALL SIM (NFC),Minimum contract period: 4 months,"Early cancellation (before or within 4 months): ¥5,000 cancellation fee",,,,customer,True,False,False,
P897,PLAN FILE: UD CALL SIM (NFC),Cancellation Notice & Discounts,-Notify 2 months in advance to get an ¥800 discount,,800,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P898,PLAN FILE: UD CALL SIM (NFC),Cancellation Notice & Discounts,-Example: Request Cancellation in February → ¥800 discount in March → Final bill in April,,800,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P899,PLAN FILE: UD CALL SIM (FC),,"Date Implemented/updated | Rules | Available Plans | For External Use (Google Site, Reseller Poster, SNS) | Discontinued Plans Start Date",,,,customer,True,False,False,
P900,PLAN FILE: UD CALL SIM (FC),,UD CALL SIM - 5 MINS CALL 1GB | D Call Plan - 1GB Sim (Free 5Min Calls per Dial),2025-11-01,,,customer,True,False,False,
P901,PLAN FILE: UD CALL SIM (FC),,UD CALL SIM - 5 MINS CALL 3GB | D Call Plan - 3GB Sim (Free 5Min Calls per Dial),2025-11-01,,,customer,True,False,False,
P902,PLAN FILE: UD CALL SIM (FC),,UD CALL SIM - 5 MINS CALL 6GB | D Call Plan - 6GB Sim (Free 5Min Calls per Dial),,,,customer,True,False,False,
P903,PLAN FILE: UD CALL SIM (FC),,UD CALL SIM - 5 MINS CALL 20GB | D Call Plan - 20GB Sim (Free 5Min Calls per Dial),,,,customer,True,False,False,
P904,PLAN FILE: UD CALL SIM (FC),REQUIREMENTS,For updated ordering process and guidelines refer here: General Rules (eKYC),2026-02-05,,,customer,True,False,False,
P905,PLAN FILE: UD CALL SIM (FC),⚠️ IMPORTANT NOTES,Only non-Japanese nationals are eligible,,,,customer,True,False,False,
P906,PLAN FILE: UD CALL SIM (FC),⚠️ IMPORTANT NOTES,1 Residence Card = Max 4 SIM cards (4 numbers),,,,customer,True,False,False,
P907,PLAN FILE: UD CALL SIM (FC),No photocopies or scanned images,-Must be a clear photo showing ID number and face,,,,customer,True,False,False,
P908,PLAN FILE: UD CALL SIM (FC),Shipping and Payment Method,Standard areas: 2–3 days with Yamato delivery,,,,customer,True,False,False,
P909,PLAN FILE: UD CALL SIM (FC),Shipping and Payment Method,"Special areas (Hiroshima, Hokkaido, Fukuoka, Fukui, Shizuoka): 3–4 days",,,,customer,True,False,False,
P910,PLAN FILE: UD CALL SIM (FC),Shipping and Payment Method,"For 2 orders or more in one box, discount ¥700",,700,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P911,PLAN FILE: UD CALL SIM (FC),Shipping and Payment Method,Cash on Delivery : ¥700,,700,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P912,PLAN FILE: UD CALL SIM (FC),Shipping and Payment Method,Initial payment by Bank transfer discount ¥300 on total price,,300,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P913,PLAN FILE: UD CALL SIM (FC),Shipping and Payment Method,"Payment Method: Choose among the following (GMO, Stripe and Smartpit)",,,,customer,True,False,False,
P914,PLAN FILE: UD CALL SIM (FC),Shipping and Payment Method,"If the delivery is delayed, the price will be based on the actual received date.",,,,customer,True,False,False,
P915,PLAN FILE: UD CALL SIM (FC),SIM USAGE AND FEATURES,First 5 minutes of every local call are FREE,,,,customer,True,False,False,
P916,PLAN FILE: UD CALL SIM (FC),SIM USAGE AND FEATURES,After 5 minutes: ¥22 per 30 seconds (to any provider),,,,customer,True,False,False,
P917,PLAN FILE: UD CALL SIM (FC),Number starts with: 090/080,Phone must be SIM-free (unlocked).,,,,customer,True,False,False,
P918,PLAN FILE: UD CALL SIM (FC),UD-APN needs to be installed to use data,"Data resets on the 1st of every month, regardless of your payment date.",,,,customer,True,False,False,
P919,PLAN FILE: UD CALL SIM (FC),UD-APN needs to be installed to use data,Tethering/Hotspot is available,,,,customer,True,False,False,
P920,PLAN FILE: UD CALL SIM (FC),UD-APN needs to be installed to use data,Can send and receive SMS and calls only locally. Overseas calls and SMS are not supported.,,,,customer,True,False,False,
P921,PLAN FILE: UD CALL SIM (FC),UD-APN needs to be installed to use data,"Can request SMS and call charge details for a ¥300 fee added to your next bill, with a processing time of 2–5 days.",,300,,customer,True,True,False,
P922,PLAN FILE: UD CALL SIM (FC),UD-APN needs to be installed to use data,"MI phone brand is not supported (XIAOMI , REDMI , Mi Note Series, Mi Max Series, MIX Series, T Series)",,,,customer,True,False,False,
P923,PLAN FILE: UD CALL SIM (FC),REPLACEMENT AND CHANGE PLAN,Delivery discounts: Not available when changing your plan or replacing a SIM.,,,,customer,True,False,False,
P924,PLAN FILE: UD CALL SIM (FC),Plan Change Rules (Keep Current SIM),-D_SIM Free Call ➝ D_SIM Free Call,,,,customer,True,False,False,
P925,PLAN FILE: UD CALL SIM (FC),Plan Change Rules (Keep Current SIM),-D_SIM Free Call ⇆ D_SIM Easy Call,,,,customer,True,False,False,
P926,PLAN FILE: UD CALL SIM (FC),Plan Change Rules (Keep Current SIM),"-Change fee: ¥1,500 (added to next bill)",,,,customer,True,False,False,
P927,PLAN FILE: UD CALL SIM (FC),Plan Change Rules (Keep Current SIM),"-Change fee: ¥1,500 (added to next bill)",,,,customer,True,False,False,
P928,PLAN FILE: UD CALL SIM (FC),-New plan starts on the 1st of the next month,"-Make sure to submit your request at least 7 days before you want the new plan to start. Example: For a May 1 start, send your request by April 23.",,,,customer,True,False,False,
P929,PLAN FILE: UD CALL SIM (FC),-New plan starts on the 1st of the next month,-Not Supported: D_D-SIM Free Call ➝ RM_SIM Unlimited Internet Easy Call,,,,customer,True,False,False,
P930,PLAN FILE: UD CALL SIM (FC),Plan Change Rules (New SIM Required),"-On the 1st of the month: ¥2,500 fee",,,,customer,True,False,False,
P931,PLAN FILE: UD CALL SIM (FC),Plan Change Rules (New SIM Required),-Mid-month: New plan’s monthly fee + ¥700 shipping,,700,,customer,True,True,False,
P932,PLAN FILE: UD CALL SIM (FC),Important Reminders,⚠️ The plan change fee is separate from your monthly payment. Your monthly payments continue during the change process.,,,,customer,True,False,False,
P933,PLAN FILE: UD CALL SIM (FC),Important Reminders,"⚠️ The new plan fee starts next month, even if you change before or after the billing date (Unless you request it on the 1st — then the new fee starts immediately)",,,,customer,True,False,False,
P934,PLAN FILE: UD CALL SIM (FC),Important Reminders,⚠️ You must return your old SIM within 7 days after receiving the replacement,,,,customer,True,False,False,
P935,PLAN FILE: UD CALL SIM (FC),Other Replacement Rules,"-PUK lock: ¥3,300 fee + new SIM will be sent",,,,customer,True,False,False,
P936,PLAN FILE: UD CALL SIM (FC),Other Replacement Rules,: No fee if the SIM was already PUK-locked upon receiving,,,,customer,True,False,False,
P937,PLAN FILE: UD CALL SIM (FC),Other Replacement Rules,-PUK PIN Code request: Takes 2–3 business days to process,,,,customer,True,False,False,
P938,PLAN FILE: UD CALL SIM (FC),Other Replacement Rules,For Discontinued Plans (When Stock Is Unavailable) Free replacement will be provided based on the following conditions:,2025-01-11,,,customer,True,False,False,
P939,PLAN FILE: UD CALL SIM (FC),Other Replacement Rules,- SIM ⇔ SIM only - Wi-Fi ⇔ Wi-Fi only - SIM ⇔ Wi-Fi exchanges are not allowed (not covered by free replacement).,,,,customer,True,False,False,
P940,PLAN FILE: UD CALL SIM (FC),Other Replacement Rules,- The new plan’s monthly fee will apply after replacement.,,,,customer,True,False,False,
P941,PLAN FILE: UD CALL SIM (FC),Other Replacement Rules,- Discount Group approval is required before any free replacement.,,,,customer,True,False,False,
P942,PLAN FILE: UD CALL SIM (FC),Other Replacement Rules,- Customer-requested changes (not due to malfunction) are not covered by this rule.,,,,customer,True,False,False,
P943,PLAN FILE: UD CALL SIM (FC),REISSUE FEE,If you’re NOT continuing your plan:,,,,customer,True,False,False,
P944,PLAN FILE: UD CALL SIM (FC),REISSUE FEE,"-Pay ¥4,000 reissue fee",,,,customer,True,False,False,
P945,PLAN FILE: UD CALL SIM (FC),REISSUE FEE,-Pay any unpaid bill,,,,customer,True,False,False,
P946,PLAN FILE: UD CALL SIM (FC),REISSUE FEE,-No need to return the SIM card,,,,customer,True,False,False,
P947,PLAN FILE: UD CALL SIM (FC),REISSUE FEE,If you want to continue your plan,,,,customer,True,False,False,
P948,PLAN FILE: UD CALL SIM (FC),REISSUE FEE,"-Pay ¥4,000 reissue fee",,,,customer,True,False,False,
P949,PLAN FILE: UD CALL SIM (FC),REISSUE FEE,-Pay any unpaid balance,,,,customer,True,False,False,
P950,PLAN FILE: UD CALL SIM (FC),REISSUE FEE,-A new order (new contract with COD) will be created,,,,customer,True,False,False,
P951,PLAN FILE: UD CALL SIM (FC),Minimum contract period: 4 months,"Early cancellation (before or within 4 months): ¥5,000 cancellation fee",,,,customer,True,False,False,
P952,PLAN FILE: UD CALL SIM (FC),Cancellation Notice & Discounts,-Notify 2 months in advance to get an ¥800 discount,,800,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P953,PLAN FILE: UD CALL SIM (FC),Cancellation Notice & Discounts,-Example: Request Cancellation in February → ¥800 discount in March → Final bill in April,,800,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P954,PLAN FILE: D-Data sim,,Add or Edit rules on date : | Add or Edit rules on date :,,,,customer,True,False,False,
P955,PLAN FILE: D-Data sim,Delivery in 2/3 days with Yamato,"For 2 orders or more in one box, discount ¥700",2022-10-28,700,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P956,PLAN FILE: D-Data sim,Delivery in 2/3 days with Yamato,Cash on Delivery : ¥700,2022-10-28,700,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P957,PLAN FILE: D-Data sim,Delivery in 2/3 days with Yamato,Initial payment by Bank transfer discount ¥300 on total price,2022-10-28,300,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P958,PLAN FILE: D-Data sim,Monthly Payment by Smartpit in convenience store,"When there is trouble delivery(later than delivery date), customer can get price as the recieve date",2022-10-28,,,customer,True,False,False,
P959,PLAN FILE: D-Data sim,REISSUE FEE,REISSUE FEE : ¥6800,2022-10-28,6800,,customer,True,True,False,
P960,PLAN FILE: D-Data sim,Tips and FAQ,"As Seller, what should i do when item late than delivery date and the weekly price has changed. A : Customer can get new price, total paid money with new price will be alocate to next monthly bill reduction. please process on all request or cust support",2022-10-28,,,internal,False,False,True,auto-tagged internal (staff-ops keyword) - confirm
P961,PLAN FILE: D-Data sim,RULES,¥200 Fine for payment after deadline,2022-10-28,200,,customer,True,True,False,
P962,PLAN FILE: D-Data sim,Minimum use: 4 months,"If no payment is made for more than 10 days , SIM will be reissued and reissue fee need to be paid",2022-10-28,,,customer,True,False,False,
P963,PLAN FILE: D-Data sim,Minimum use: 4 months,Lost & broken SIM will be charged reissue fee and we will send new plan same package,2022-10-28,,,customer,True,False,False,
P964,PLAN FILE: D-Data sim,Minimum use: 4 months,Can be used on SIMFREE phones only,2022-10-28,,,customer,True,False,False,
P965,PLAN FILE: D-Data sim,Minimum use: 4 months,"SMS charge: ¥3.3/SMS, International SMS ¥110/SMS",2022-10-28,110,,customer,True,True,False,
P966,PLAN FILE: D-Data sim,Minimum use: 4 months,We will replace or money return if you have trouble with size or phone lock.,2022-10-28,,,customer,True,False,False,
P967,PLAN FILE: D-Data sim,Minimum use: 4 months,Tethering is no longer available on IOS devices,2022-10-28,,,customer,True,False,False,
P968,PLAN FILE: D-Data sim,USAGE NOTICE,"Data sim provides internet and can receive sms ,(charges applicable) cannot send sms",2022-10-28,,,customer,True,False,False,
P969,PLAN FILE: D-Data sim,Cannot make and receive call,Provider is Docomo,2022-10-28,,,customer,True,False,False,
P970,PLAN FILE: D-Data sim,Data reset every 1st of the month,"D-PLAN ( 1GB, 3GB) , APN needs to be installed for using . using DOCOMO APN SETTING (same with docomo call plan apn)",2022-10-28,,,customer,True,False,False,
P971,PLAN FILE: D-Data sim,Able to receive sms (charge applicable),"Late payment above 7days, signal will be stopped",2022-10-28,,,customer,True,False,False,
P972,PLAN FILE: D-Data sim,REPLACEMENT AND CHANGE PLAN,No discount for change plan more than 1 items on same address,2022-10-28,,,customer,True,False,False,
P973,PLAN FILE: D-Data sim,REPLACEMENT AND CHANGE PLAN,"If there is signal problem within 5 days, we will offer free replacement",2022-10-28,,,customer,True,False,False,
P974,PLAN FILE: D-Data sim,REPLACEMENT AND CHANGE PLAN,Change plan not possible from monthly to long term,2022-10-28,,,customer,True,False,False,
P975,PLAN FILE: D-Data sim,REPLACEMENT AND CHANGE PLAN,"If customer want to change from monthly to long term , need to avail as new plan",2022-10-28,,,customer,True,False,False,
P976,PLAN FILE: D-Data sim,REPLACEMENT AND CHANGE PLAN,"If there are missing items upon delivery, we will send new ones",2022-10-28,,,customer,True,False,False,
P977,PLAN FILE: D-Data sim,REPLACEMENT AND CHANGE PLAN,"PUK lock will be charged ¥3300, we will send new one (unless PUK locked upon receiving, its free)",2022-10-28,3300,,customer,True,True,False,
P978,PLAN FILE: D-Data sim,REPLACEMENT AND CHANGE PLAN,PUK PIN can be informed by request on support page (2 Working days is required),2022-10-28,,,customer,True,False,False,
P979,PLAN FILE: D-Data sim,REPLACEMENT AND CHANGE PLAN,"if number cannot receive sms , replacement is free",2022-10-28,,,customer,True,False,False,
P980,PLAN FILE: D-Data sim,REPLACEMENT AND CHANGE PLAN,if number has been used for registration on line/amazon/other app . replacement is free,2022-10-28,,,customer,True,False,False,
P981,PLAN FILE: D-Data sim,REPLACEMENT AND CHANGE PLAN,"300GB POCKET WIFI is not eligible for change plan to and from other plan , customer need to purchase as new if wish to use this plan",2022-10-28,,,customer,True,False,False,
P982,PLAN FILE: D-Data sim,REPLACEMENT AND CHANGE PLAN,"if change on the 1st of the month , PLAN CHANGE IS 2500 YEN",2022-10-28,2500,,customer,True,True,False,
P983,PLAN FILE: D-Data sim,REPLACEMENT AND CHANGE PLAN,"if change in middle of the month , PLAN CHANGE is NEW PLAN MONTHLY+ 700 YEN (shipping fee)",2022-10-28,700,,customer,True,True,False,
P984,PLAN FILE: D-Data sim,REPLACEMENT AND CHANGE PLAN,"✅ if change plan to POCKET WIFI , + POCKET RENTAL FEE",2022-10-28,,,customer,True,False,False,
P985,PLAN FILE: D-Data sim,REPLACEMENT AND CHANGE PLAN,"✅ if change from no-deposit plan to deposit plan, +DEPOSIT FEE",2022-10-28,,,customer,True,False,False,
P986,PLAN FILE: D-Data sim,REPLACEMENT AND CHANGE PLAN,⚠️OLD PLAN must be returned immediately within 7 days,2022-10-28,,,customer,True,False,False,
P987,PLAN FILE: D-Data sim,REPLACEMENT AND CHANGE PLAN,"⚠️If OLD PLAN is REISSUED , 3300 yen+ MONTHLY FEE will be charged",2022-10-28,3300,,customer,True,True,False,
P988,PLAN FILE: A SIM,Delivery in 2/3 days with Yamato,"For 2 orders or more in one box, discount ¥700 (EXCEPT FOR 050 BRASTEL+7GB PLAN)",2022-07-15,700,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P989,PLAN FILE: A SIM,Delivery in 2/3 days with Yamato,Cash on Delivery : ¥700 (EXCEPT FOR 050 BRASTEL+7GB PLAN),2022-07-15,700,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P990,PLAN FILE: A SIM,Delivery in 2/3 days with Yamato,Initial payment by Bank transfer discount ¥300 on total price,2022-07-15,300,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P991,PLAN FILE: A SIM,Monthly Payment by Smartpit in convenience store,"When there is trouble delivery(later than delivery date), customer can get price as the recieve date",2022-07-15,,,customer,True,False,False,
P992,PLAN FILE: A SIM,REISSUE FEE,REISSUE FEE : ¥6800,2022-07-15,6800,,customer,True,True,False,
P993,PLAN FILE: A SIM,RULES,¥200 Fine for payment after deadline,2022-07-15,200,,customer,True,True,False,
P994,PLAN FILE: A SIM,Minimum use: 4 months,"If no payment is made for more than 10 days , SIM will be reissued and reissue fee need to be paid",2022-07-15,,,customer,True,False,False,
P995,PLAN FILE: A SIM,Minimum use: 4 months,Lost & broken SIM will be charged reissue fee and we will send new plan same package,2022-07-15,,,customer,True,False,False,
P996,PLAN FILE: A SIM,Minimum use: 4 months,Can be used on SIMFREE phones only,2022-07-15,,,customer,True,False,False,
P997,PLAN FILE: A SIM,Sim cant send sms or receive sms,Tethering is no longer available on IOS devices,2022-07-15,,,customer,True,False,False,
P998,PLAN FILE: A SIM,Data reset every 1st of the month,APN needs to be installed for using (A SIM APN PAPER),2022-07-15,,,customer,True,False,False,
P999,PLAN FILE: A SIM,cant send or receive sms,"Late payment above 7days, signal will be stopped",2022-07-15,,,customer,True,False,False,
P1000,PLAN FILE: A SIM,cant send or receive sms,"short term cancellation is ok. sim need to be returned when using , failing to return will be charged penalty",2022-07-15,,,customer,True,False,False,
P1001,PLAN FILE: A SIM,REPLACEMENT AND CHANGE PLAN,"If there is signal problem within 5 days, we will offer free replacement",2022-07-15,,,customer,True,False,False,
P1002,PLAN FILE: A SIM,REPLACEMENT AND CHANGE PLAN,"If there are missing items upon delivery, we will send new ones",2022-07-15,,,customer,True,False,False,
P1003,PLAN FILE: A SIM,REPLACEMENT AND CHANGE PLAN,"PUK lock will be charged ¥3300, we will send new one (unless PUK locked upon receiving, its free)",2022-07-15,3300,,customer,True,True,False,
P1004,PLAN FILE: A SIM,REPLACEMENT AND CHANGE PLAN,PUK PIN can be informed by request on support page (2 Working days is required),2022-07-15,,,customer,True,False,False,
P1005,PLAN FILE: A SIM,REPLACEMENT AND CHANGE PLAN,"plan change is 1000 yen to 1gb,3gb,5gb,10gb",2022-07-15,1000,,customer,True,True,False,
P1006,PLAN FILE: POCKET WIFI,"When adding or editing the rule, input date.",Date Implemented/updated | Rules,,,,customer,True,False,False,
P1007,PLAN FILE: POCKET WIFI,2. Address,"3. Email Address or any contact information (FB, LINE, Whatsapp)",,,,customer,True,False,False,
P1008,PLAN FILE: POCKET WIFI,Shipping and Payment Method,⚠️Selling to Japanese national customer is prohibited by provider's regulation . failure in following regulation can result in huge penalties,,,,customer,True,False,False,
P1009,PLAN FILE: POCKET WIFI,Shipping and Payment Method,"Delivery within 2-3 days with Yamato; except for areas such as: Hiroshima, Hokkaido, Fukuoka, Fukui, Shizouka (3-4 days delivery)",,,,customer,True,False,False,
P1010,PLAN FILE: POCKET WIFI,Shipping and Payment Method,"For 2 orders or more in one box, discount ¥700",,700,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P1011,PLAN FILE: POCKET WIFI,Shipping and Payment Method,Cash on Delivery : ¥700,,700,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P1012,PLAN FILE: POCKET WIFI,Shipping and Payment Method,Initial payment by Bank transfer discount ¥300 on total price,,300,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P1013,PLAN FILE: POCKET WIFI,Shipping and Payment Method,"Monthly Payment: can choose from 3 payment methods (GMO, Stripe and Smartpit)",,,,customer,True,False,False,
P1014,PLAN FILE: POCKET WIFI,Shipping and Payment Method,"When there is trouble delivery(later than delivery date), customer can get price as the recieve date",,,,customer,True,False,False,
P1015,PLAN FILE: POCKET WIFI,REISSUE FEE,"⚠️IF customer will not continue = need to pay re-issue fee (4000Yen) + unpaid bill+ return pocket wifi device, if sim card plan no need to return",,4000,,customer,True,True,False,
P1016,PLAN FILE: POCKET WIFI,REISSUE FEE,⚠️IF customer wants to continue = need to pay reissue fee (4000Yen)+ +unpaid bill and process new order (new contract),,4000,,customer,True,True,False,
P1017,PLAN FILE: POCKET WIFI,DEVICE/BATTERY LOST and REPLACEMENT FEES,"JT101 , 501HW, 303ZT, 305ZT BATTERY Replacement fee ¥2800 (battery ¥2100 + shipping ¥700)",,2800;2100;700,,customer,True,True,False,
P1018,PLAN FILE: POCKET WIFI,DEVICE/BATTERY LOST and REPLACEMENT FEES,JT-101 Replacement fee ¥3300 (JT101: ¥2600 + shipping fee ¥700),,3300;2600;700,,customer,True,True,False,
P1019,PLAN FILE: POCKET WIFI,DEVICE/BATTERY LOST and REPLACEMENT FEES,501HW Replacement fee ¥4000 (501HW: ¥3300 + shipping fee ¥700),,4000;3300;700,,customer,True,True,False,
P1020,PLAN FILE: POCKET WIFI,DEVICE/BATTERY LOST and REPLACEMENT FEES,601HW Replacement fee ¥4000 (601HW: ¥3300 + shipping fee ¥700),,4000;3300;700,,customer,True,True,False,
P1021,PLAN FILE: POCKET WIFI,DEVICE/BATTERY LOST and REPLACEMENT FEES,"WX04, WX03, W04, W06 Replacement fee ¥3300 (WX04: ¥2600 + shipping fee ¥700)",,3300;2600;700,,customer,True,True,False,
P1022,PLAN FILE: POCKET WIFI,DEVICE/BATTERY LOST and REPLACEMENT FEES,"U3, U3J ¥7000 (shipping fee not included)",,7000,,customer,True,True,False,
P1023,PLAN FILE: POCKET WIFI,DEVICE/BATTERY LOST and REPLACEMENT FEES,"HOME WIFI ¥16,000 (shipping fee not included )",,,,customer,True,False,False,
P1024,PLAN FILE: POCKET WIFI,DEVICE/BATTERY LOST and REPLACEMENT FEES,"AU NEC X5 , SAMSUNG WIFI ¥9160 (shipping fee not included)",,9160,,customer,True,True,False,
P1025,PLAN FILE: POCKET WIFI,RULES,Payment deadline: 10th of the month (old Customers),,,,customer,True,False,False,
P1026,PLAN FILE: POCKET WIFI,RULES,"Payment deadline: Depends on the original delivery date (Plan C/A, C/B, C/C)",,,,customer,True,False,False,
P1027,PLAN FILE: POCKET WIFI,RULES,¥200 Fine for payment after deadline,,200,,customer,True,True,False,
P1028,PLAN FILE: POCKET WIFI,Minimum use: 4 months,"Cancellation before/within 4 months , 5000 YEN cancellation Fee",,5000,,customer,True,True,False,
P1029,PLAN FILE: POCKET WIFI,Minimum use: 4 months,"Late payment of 2-5 days after payment due date, signal will be stopped",,,,customer,True,False,False,
P1030,PLAN FILE: POCKET WIFI,Minimum use: 4 months,"Late payment 5-7days after signal stopped, signal will be permanently disconnected/re-issue (reissue fee need to be paid)",,,,customer,True,False,False,
P1031,PLAN FILE: POCKET WIFI,Minimum use: 4 months,"Lost sim card and pocket, customer wants to continue= fee is device replacement + lost fee (refer to device replacement fee+4000) then send new sim and pocket wifi",,,,customer,True,False,False,
P1032,PLAN FILE: POCKET WIFI,Minimum use: 4 months,"Lost sim card and pocket, customer will not continue = fee is device replacement + lost fee (refer to device replacement fee+3300)",,,,customer,True,False,False,
P1033,PLAN FILE: POCKET WIFI,Minimum use: 4 months,"For AU5G 50GB/3DAYS , clicking on +A pocket wifi status will incur additional charge of 1100 yen. It will charge every month until connection status is revert back.",,1100,,customer,True,True,False,
P1034,PLAN FILE: POCKET WIFI,Next payment period - See the booklet guide,Data reset every 1st of the month regardles on payment date of monthly bill,,,,customer,True,False,False,
P1035,PLAN FILE: POCKET WIFI,REPLACEMENT AND CHANGE PLAN,Delivery discount is not applicable for CHANGE PLAN/replacement procedures,,,,customer,True,False,False,
P1036,PLAN FILE: POCKET WIFI,REPLACEMENT AND CHANGE PLAN,"If there is signal problem within 7 days after receiving the item, we will offer free replacement (including freebies with defect)",,,,customer,True,False,False,
P1037,PLAN FILE: POCKET WIFI,REPLACEMENT AND CHANGE PLAN,Damaged Pocket Wifi will be charged accordingly and we will send the same model as replacement (see DEVICE REPLACEMENT FEE),,,,customer,True,False,False,
P1038,PLAN FILE: POCKET WIFI,REPLACEMENT AND CHANGE PLAN,"If there are missing items upon delivery, we will send new ones (includes missing freebies)",,,,customer,True,False,False,
P1039,PLAN FILE: POCKET WIFI,REPLACEMENT AND CHANGE PLAN,SOFTBANK UNLI WIFI change plan is Free to any wifi,,,,customer,True,False,False,
P1040,PLAN FILE: POCKET WIFI,REPLACEMENT AND CHANGE PLAN,"300GB POCKET WIFI is not eligible for change plan to and from other plan , customer need to purchase as new if wish to use this plan",,,,customer,True,False,False,
